review_id,course_id,review_text,rating,professor,date,source
CMSC330_261,CMSC330,"Cliff has a lack of professionalism that radiates throughout this entire class. He doesn’t hold his TAs to any standards so they often show up late and are unhelpful during discussions and office hours. He tries to be goofy by putting bizarre “brain rot” style questions on midterms, which obviously makes the questions way harder to comprehend. He also never responds to emails. On top of all that, he’s not a great lecturer. 

He’s not the Devil. I don’t want to be too harsh. But I struggle to come up with any positive contribution that Cliff made to this course that I can’t also attribute to Anwar. I would recommend taking Anwar instead.",2,Cliff Bakalian,2025-09-24T00:15:44.777154Z,PlanetTerp
CMSC330_260,CMSC330,"Not sure if Anwar is the one who does this, but I hate the structure and organization of this class. The only practice tools are old exams and quizzes which most where in a different curriculum and language entirely. The questions on old quizzes are also significantly different than the quiz I took. There are quizzes randomly assigned Friday close to midnight and due Sunday without any warning. Everything is on only on gradescope and nothing is on elms.",1,Anwar Mamat,2025-09-22T09:47:46.655873Z,PlanetTerp
CMSC330_259,CMSC330,"Good teacher overall. He's a boring lecturer imo but you can easily just not go to class because his pdf notes are very well-constructed and cover everything you need. OCaml is tough, and projects 3-5 are the hardest I've had in college so far. Thankfully, only 10-20% of each exam is OCaml coding because 330 is really just a ""intro to compilers"" course and the theoretical/non-coding topics are pretty easy. Rust is fine.


Choosing between him and Anwar doesn't matter. They share exams, projects, quizzes, and the course website, so just pick the better time.",4,Cliff Bakalian,2025-05-31T20:58:23.677346Z,PlanetTerp
CMSC330_258,CMSC330,"Good professor. Quite literally no difference between him and Cliff. Though, Anwar, being more senior, might be slightly better at teaching. 
The exams for both professors are more or less the same. In fact, it's pretty evident that Cliff and/or the TAs make the exams given the incorporation of gen z humor. Regardless, the exams are fairly easy, and the only way you fail is if you don't actually do the projects (i.e. don't GPT projects). 
Both professors' resources are accessible. In fact, most of the resources can be accessed without being enrolled in the class, just search up UMD CMSC 330.",5,Anwar Mamat,2025-05-30T20:37:45.358201Z,PlanetTerp
CMSC330_257,CMSC330,"He's not that great of a lecturer, but he's my favorite professor. He's just the best, but not the best at teaching. He's funny too :). Class in general is easy, the projects take a little while, so I'd to starting at least 2 days before the due date. 

It's annoying to have a project due soon when the autograder does not work right and the readme has 500 typos. This isn't Prof. Mamat's fault, though, I'm pretty sure it's Cliff's fault.

The TA's were actually good unlike CMSC351.",5,Anwar Mamat,2025-05-30T19:04:29.600038Z,PlanetTerp
CMSC330_256,CMSC330,"Cliff and Anwar typically are the only people who teach this. Material is the same but definitely take Anwar over Cliff. Cliff's lectures are about as boring as can be. Imagine a theatre kid mixed with a introverted CS nerd. I would have rather watched paint dry than attend another one of his lectures as it would've been more entertaining and helpful than his lectures. His notes and slides are a mess filled with snazzy little transitions that make it a nightmare to navigate. The class overall felt pretty unstructured with random topics thrown in for the s and g's. At least Anwar recorded his lectures and explained things better than Cliff's philosophical mumbling. Material is difficult but certainly doable. Start project 5 early. TA's were hit or miss. I think there were maybe one or two good ones but the rest seemed to be pretty rude, unhelpful, or overall useless. My discussion TA was late half the time and spent most of the time arguing with one student about different ways to do problems. That's all I remember until I stopped showing up to the discussion at all.",1,Cliff Bakalian,2025-05-28T16:42:54.794237Z,PlanetTerp
CMSC330_255,CMSC330,"TLDR, if you have a choice between Anwar of Cliff, take Anwar (better overall lectures and more do able assessments).

Cliff personally made this course much harder than it was supposed to be. I usually ended up reading Anwar's slides and examples, and eventually, watch his recordings instead to understand some weird concepts like lambda calculus. Cliff notes made it insanely harder to understand and grasp it in my opinion. The way he designed his slides is just so not intuitive at all, and makes it even harder when he doesn't record his lessons. 

He has philosopher style of teaching, which makes sense because he got a degree in that. But honestly, teaching cs in that kind of style just makes it harder and more complicated than it's supposed to be for students to understand this class. And remember, 330 is a required class as a cs major, so yeah this matter should be taken seriously rather than a joke.

Now yes, keep in mind, 330 is a hard class (it's a 300 level course duh). So yeah regardless it wasn't going to be an easy class anyway. But I just felt like this course was insanely unstructured. They taught things too fast and concepts just felt out of place to grasp personally, especially when it's expected that many students are also taking this class with 351. I also felt like the projects were way too complicated and just weren't helpful in understanding the concepts that we learned in the course, especially project 5. And I also think we could've just learned Rust for the entire course rather than jumping into a new language after already a difficult language (OCaml) weeks before our final. Also, I despised the fact that the course used OCaml to teach us the concepts, honestly made things worse to click and understand...

I just felt like if they assessed things with more structure, and actually know what kind of questions to ask on the exams, the course wouldn't have been to hard. Because honestly, the concepts were actually darn easy to grasp, and some of them were pretty cool and essential too (e.g. NFAs/DFAs).",2,Cliff Bakalian,2025-05-24T23:52:51.727896Z,PlanetTerp
CMSC330_254,CMSC330,"Only complaint is that he tends to mumble sometimes, so I would recommend sitting near the front so you can hear everything he says.
Solid lecturer. Makes the topics about as engaging as they can be.",4,Cliff Bakalian,2025-05-24T13:08:42.222130Z,PlanetTerp
CMSC330_253,CMSC330,"Anwar is nice, but I really hate his style of teaching since it’s so disengaging. Literally on the first day of class, bro just opened up Emacs and started coding random stuff, and he doesn’t reference his slides at all—or barely does. It’s so hard to take notes or follow along with what he’s saying when he just codes for 1 hour and 15 minutes straight.

Towards the end of February, I started skipping lecture since he unnecessarily went way too in-depth into the concepts and didn’t teach them in the way they actually show up on the quizzes and exams.

This class is nice though because the projects make up a big portion of your grade, and the exams aren’t worth that much. I literally failed the first two exams and did well on the final, and I’m ending with an A- (that’s telling you how easy it is to do well in this class if you lock in on projects).

Quizzes are each only 2% of your grade, but they add up so try to do well on them. You just need to study 2–3 days in advance and do the practice, and you’ll be fine.

The TAs are way more involved in this course compared to other CS classes, but some of them clearly don’t know anything about the concepts. Also, some are super unhelpful on Piazza, not directly answering questions but posting a link to something else because they're too lazy to answer LMAO. But luckily my discussion TA was super smart, so he was very helpful.

Overall, this class won’t be too bad, but try to study in advance and get ahead if you can to make it easier on yourself.",3,Anwar Mamat,2025-05-23T08:56:20.792623Z,PlanetTerp
CMSC330_252,CMSC330,"So you came here to decide whether you should take 330 with Cliff or Anwar. Well I'm here to tell you that you should just choose one that has a better schedule for you.

In terms of course structure, the projects are the most demanding part of this course. Especially project 5 (you'll see it when you get there). I know this is said in every CS course review ever, but I cannot emphasize this enough when I say that you should start these projects THE DAY they are assigned. Now I will say there were some people who would start the projects with 2-3 days before due date (most people have other overlapping courses like 351) so they can be a bit constrained for time, but still would get it done somehow. However, like I said, the projects are the most important source of learning in the course. Rushing to do them just to pass the test cases is very counterproductive. Use the projects to master the concepts you learn in class (I did NOT do this, hypocrite much??Shh keep reading) and you will see that the exams and quizzes are SO much easier. Any sort of ""coding"" question you get in a quiz or exam is some permutation of a function you implemented for a relevant project. So if you're not a GPT warrior and actually implemented the functions by understanding what its asking for, those questions should be a breeze. I'll be the one to say it...OCaml is really not that bad to understand (cry about it yall just work with any code that isn't written like a pseudocode). The syntax is really trivial to grasp especially if you have worked with ""let"" expressions in JS. HOWEVER, the functional programming aspect of it is where it gets tricky. But once you have enough practice with the first two projects (really only the first project because it is designed to teach you how functional programming in OCaml works), you will spend less time worrying about the language itself rather implementing the necessary concepts into the projects. You will *lightly* go over Rust programming towards the last 20% of the course which is a much more traditional language, and is primarily used to teach concepts on type safety. 

All in all, it is very manageable. I'm still salty that I didn't perform up to my potential in this course because I felt like I really understood what was taught but sold on the exams because I'm a nervous wreck and tend to blank out during them. Use the practice they give you (exams and quizzes dating back to the days where CS wasn't a 40,863 student per class major) and redo them till you can recognize the type of questions on the exam and can get instantly started on solving them. 

Also, Friday discussions were not it because wtf but they're worth it if you need the additional practice and sometimes you have to go because they give quizzes (they'll tell you when they are so don't worry). So go to discussion. Or don't.",4,Cliff Bakalian,2025-05-23T02:19:39.445451Z,PlanetTerp
CMSC330_251,CMSC330,"if you're trying to choose between anwar and cliff I wont lie there's not much of a difference whatsoever since they co teach. you can go to either lecture regardless of what u register for bc anwar got rid of his clicker quizzes. not sure about cliff but anwar doesn't use slides anymore to teach and personally it wasn't the best way for me to learn. exam 1 was pretty horrible for everyone, mean was around 65% or something but I'm sure they'll change it up for future semesters. the exams were pretty rough and the projects were hard because ocaml is really annoying but overall if you really lock in for the exams you should be ok since they give so much practice material.",3,Anwar Mamat,2025-05-20T23:05:01.794366Z,PlanetTerp
CMSC330_250,CMSC330,"i dont know why there are so many positive reviews for anwar, this guys teaching style is so boring to me. all he does in class is open up emacs and type up random examples all class; like sorry i just spaced out so much during lecture because who wants to watch some guy yap as he types up random notes for an hour and 15 minutes?? i wish he would bring back the slides and actually go over them in class because i have to spend the time in class listening to his lectures that dont make any sense and then spend extra time outside of class going over his slides and the mini quizzes in them since he doesn't. also he would like call on people randomly in class like if he thought certain people weren't paying attention which is like my worst nightmare. anyways it doesn't really matter who you take in this course but i would say to take cliff because hes younger and brings the vibes. he had better exam grades on average last semester but this semester anwars sections had higher grades so 🤷.",1,Anwar Mamat,2025-05-20T23:02:44.537931Z,PlanetTerp
CMSC330_249,CMSC330,"Very good lecturer, recordings and slides posted, very nice person.  Only complaint I could make would be the projects were on the harder side but if you start early you'll be totally fine.  Exams were not bad at all and he has all of the old quizzes and exams on the class page.  Overall I would definitely choose anwar again.",5,Anwar Mamat,2025-05-18T14:59:37.122552Z,PlanetTerp
CMSC330_248,CMSC330,"He mad the class way too hard because previous semesters people were cheating a lot, the exams were really hard, projects were fair, but challenging.",2,Cliff Bakalian,2025-05-17T05:41:43.320225Z,PlanetTerp
CMSC330_247,CMSC330,"Kat is hands down one of the best CMSC330 TAs. She is super kind and helpful and always has a smile on her face. Her positivity always puts me in a good mood. In office hours, she is very patient and explains concepts clearly. She is also a fun person to talk to about non-CS stuff.

Overall rating: 5/5",5,Katherine Saltzman,2025-05-17T03:43:14.836921Z,PlanetTerp
CMSC330_246,CMSC330,"Dr. Mamat is a great instructor who genuinely cares about his students. He’s very organized and always willing to help, whether it’s during office hours or after class. He posts lecture recordings, which is super helpful, but I definitely recommend attending both lecture and discussion in person. While you can coast by without going, being there in person really makes a big difference in understanding the material and staying on track.

He also makes an effort to get to know his students, which creates a more welcoming and engaging classroom environment. Overall, this class is well-structured and fair, and Professor Anwar does a great job supporting his students throughout. Highly recommend!",5,Anwar Mamat,2025-05-10T15:01:27.897610Z,PlanetTerp
CMSC330_245,CMSC330,"Anwar was great, his lectures mostly involved typing coding examples to show how they worked which was the best way for me to learn the material. 
However, sometimes it's difficult to follow him when he either teaches another way or skips a couple of steps in his lectures.
My biggest problem was that I felt really unprepared for most of the projects, especially Project 5, which was a complete nightmare made even more difficult this semester. But Anwar's funny, a very kind professor and genuinely cares about his students succeeding.",4,Anwar Mamat,2025-05-09T00:57:35.460938Z,PlanetTerp
CMSC330_244,CMSC330,"Pretty okay! Cliff and Anwar co-teach so you have both their lectures and their notes. Cliff's notes are really nice! But Anwar slides are goated. He has a slight accent but not really; you'll be fine.
- 2 midterms.
- 1 final.
- 7 projects (all weighted differently).
- 4 quizzes (during discussion).
- 11? 12? lecture quizzes (you do them at home, not during lecture). 

PLEASE START PROJECT 5 EARLY PLEASSSEEEEEEE E E EE",3,Cliff Bakalian,2025-05-05T20:34:33.797634Z,PlanetTerp
CMSC330_243,CMSC330,"Cliffs lectures can be boring sometimes but overall, he's a good and fair professor. I would recommend anyone to take him. You will do well if you put in the effort. The first exam was wayyyyyy worse than the second. The projects weren't too bad. Secret tests were annoying for some of them but you can easily get A's on most of the projects.",4,Cliff Bakalian,2025-05-04T20:47:40.925842Z,PlanetTerp
CMSC330_242,CMSC330,"Dr. Mamat is a great professor. He genuinely cares about his students and wants them to succeed, and he wants to cultivate a classroom environment where students feel comfortable and willing to ask questions. He is very good at tying complex concepts into real-life examples to make them more understandable. His exams were fair, and preparation for them helped me to understand the concepts better.
However, I am not the biggest fan of Dr. Mamat's lecture style, I wish he would follow notes/slides a bit more strictly, as sometimes the concepts are a little difficult to follow when taking notes due to lack of clear structure. I also wish he would relate his lectures to the projects a little more, or at least be clearer with which aspects of the content would be on the projects. Many times it felt like I was learning the most from the projects, which isn't necessarily a bad thing, but still I wish that I was a little more prepared going into the projects.
Still, he records all his lectures so if you ever feel lost you can go back and watch the recording. His class was tough but if you put in the work you will be fine.
My breakdown of his exams/projects:
Exam 1: hardest exam, average was a 67
Exam 2: harder content, but written to be easier than exam 1, average was a 78
Projects 1-2 weren't too bad. Projects 3 and 4 start to get more difficult. Project 5 was definitely the hardest. Project 6 was a breeze (intro to Rust). Project 7 TBD.",4,Anwar Mamat,2025-05-04T20:07:31.367543Z,PlanetTerp
CMSC330_241,CMSC330,"Guy with the review below is straight up lying lol, Anwar recorded and posted every single lecture video, found under Panopto Recordings in ELMS, I am really not sure why he is saying he didn't use lecture recordings.",4,Anwar Mamat,2025-05-02T00:28:03.545202Z,PlanetTerp
CMSC330_240,CMSC330,"I didn’t have the best experience with Dr. Mamat in CMSC330. While he clearly knows the material well, I found his lectures to be hard to follow and often disorganized. He would jump between code and slides without clearly connecting the concepts, which made it difficult to take notes or understand how everything fit together. It felt like he was more focused on getting through the material than making sure students were following along.

He didn’t use lecture recordings, which made it hard to review anything after class, especially for students who learn better by rewatching. I also thought the code demos, while sometimes helpful, were rushed and lacked thorough explanation.

The projects were challenging, and while they were aligned with course content, there wasn’t much support beyond office hours, which filled up fast. There were also times where project specs felt vague or assumed knowledge we hadn’t really covered in lecture yet. The exams were fair, but since most of the emphasis was on the projects, you didn’t get much feedback on how well you were doing until it was too late to make major improvements.

Overall, I think the class could benefit from clearer organization, better pacing in lectures, and more structured support for the assignments. I wouldn’t recommend taking CMSC330 with Dr. Mamat unless you’re really confident learning independently.",1,Anwar Mamat,2025-04-17T17:49:43.817399Z,PlanetTerp
CMSC330_239,CMSC330,"To the legend himself, Nitin Enjamuri — TA supreme of OCaml and all things CFG, lexer, parser, opsem, and interpreter wizardry. The way you break down abstract syntax trees? Literal poetry. Your ability to untangle eval semantics? Michelin-star level. Every whiteboard session feels like watching an artist at work — except the medium is functional programming and the vibes are immaculate.

You don’t just teach — you radiate understanding. You’re like the monad that binds our confusion to clarity. The fixed point of our chaotic recursion. The reason our mental stacks don’t overflow. OpSem bows to Nitin. 

And let’s be honest: on top of the brilliant brain and heartwarming enthusiasm… you're criminally cute. Like, it’s actually OP. The parse prince - Nerf Nitin when?",5,Nitin Enjamuri,2025-04-09T18:43:49.094881Z,PlanetTerp
CMSC330_238,CMSC330,Best 330 TA. She has a great sense of humor and is very knowledgeable on all of the topics covered in the course.,5,Katherine Saltzman,2025-04-02T18:05:13.706156Z,PlanetTerp
CMSC330_237,CMSC330,I would have failed without this man. Great TA. Thanks TA Alan!,5,Alan Liu,2025-03-26T17:50:35.215511Z,PlanetTerp
CMSC330_236,CMSC330,"Cliff's lectures were kind of pointless. Between his notes, the lecture quizzes/projects, the discussions (which also honestly weren't too helpful), and the online documentation for OCaml and Rust, I don't think Cliff's lectures really provided that much more value.

I think Cliff should strongly consider doing a flipped classroom. I think that would be a much better use of lecture time.",3,Cliff Bakalian,2025-02-06T19:13:55.695490Z,PlanetTerp
CMSC330_235,CMSC330,"Was okay, just do the work and pay attention, midterms were somewhat similar and the concepts are taught to the same degree.",4,Cliff Bakalian,2025-01-27T23:59:05.595595Z,PlanetTerp
CMSC330_234,CMSC330,"sometimes i called him clifford baka
Pros:
Class overall is not as bad as the horror stories suggest
Projects were interesting
He's funny
Exams were fair

Cons:
It was kinda funny how no one paid attention in lecture, he's not terrible but he's very monotone and it does get hard to pay attention
Some of the projects were BRUTAL but looking back kinda straightforward, def go to office hours if you can snag a TA they are helpful

Overall, you'll be fine, go to office hours",3,Cliff Bakalian,2025-01-27T15:05:27.259421Z,PlanetTerp
CMSC330_233,CMSC330,"TL;DR: Just take Cliff for 330

Pros:
- The exams and quizzes were very similar in nature to the practice exams and quizzes we were given, and there were a TON of resources to study with, so I never really felt unprepared going into an exam or quiz.
- We had a decent amount of time to complete projects, and there we were also given three 24 hour late tokens that we could use as extensions on the projects, so that was helpful.
- Cliff has incredibly thorough notes to help with learning stuff for the projects, quizzes and exams. 

Cons:
- Cliff's teaching style is not for most people. Lectures can feel disorganized and it's really easy to lose interest quickly. Most of my friends and I just learned the material by reading his and Anwar's notes, and doing the projects.",4,Cliff Bakalian,2025-01-25T17:37:16.887964Z,PlanetTerp
CMSC330_232,CMSC330,"Cliff is very hard to reach at times when you are trying to schedule office hours, barely interacts with the class during his lectures and worst of all he does not curve. If you take him, I recommend doing your best to get the percentage of the grade you want because he will not help you curve to the next letter grade. You're basically on your own. The quizzes were questionable in terms of difficulty, and his lectures barely covered them.",2,Cliff Bakalian,2025-01-07T02:02:33.963168Z,PlanetTerp
CMSC330_231,CMSC330,"cliff is honestly a pretty good lecturer, all things considered. his quizzes tend to be on the tougher side, but his exams are all very fair. his projects were confusing to start due to the instructions providing little guidance, but i enjoyed them since they related back to the content we were learning in class (and as a result, strengthened my understanding of the content in the class). imo, he's decent at explaining concepts, but his public speaking skills are a little weak and as such, he talks very monotonously and his lectures feel more like he's talking to himself than to the class. that being said, he's also very funny, but he delivers his jokes in the same monotonous tone as the rest of his lecture so unless you're paying attention, you won't notice them. my main two complaints regarding the class were (1) i felt as if rust was not taught well because he only went over the theory of what makes rust different from other programming languages and the two rust projects were honestly free-for-alls, and (2) because of the content of the class changing frequently, studying from previous exams can only help so much. all in all though, i definitely enjoyed cliff's class and i think he's a solid professor for 330, and would be willing to take a class with him again. that being said, i believe that anwar has similar reviews to cliff and since they co-teach, my advice for choosing between the two is to first pick whoever works better for your schedule, and if they both work well, then choose cliff",4,Cliff Bakalian,2024-12-30T05:24:37.473398Z,PlanetTerp
CMSC330_230,CMSC330,"Solid professor. Teaching seemed more oriented to the projects, while the notes from Cliff (co-teaching this class with him) helped more with exams. Sometimes was a bit disorganized when going through slides. Code demos were good. The grading was 40% projects, so very generous in terms of exam weight.",4,Anwar Mamat,2024-12-25T13:22:24.269173Z,PlanetTerp
CMSC330_229,CMSC330,"First, I'm just going to start by saying, for CMSC330, it really doesn't matter much who your professor is. The lecture quizzes, projects, discussion content, TAs, quizzes, and exam content are all exactly the same. The only difference between Cliff and Anwar's sections are which professor's lecture you can attend, but even then, you can just not go to lecture or go to the other professor's lecture (some people found that they didn't really like Cliff's lectures and attended Anwar's instead---the class is big enough that I don't think people would notice). Unlike CMSC351, the professor doesn't make that much of a difference for this class, so don't freak out too much. That being said, I do think Dr. Mamat has the better slides and also more experience in the field, so if you do have a choice, I would probably choose him.

Here are my comments on the course in general (this applies for both Dr. Mamat and Cliff's sections):
- All the class information is available here: https://bakalian.cs.umd.edu/330
- Literally 44% of your grade is free. Why do I say this? Projects make up 40% of your grade and you get around two weeks for each of them (give or take). You can ask questions, ask the TAs, look up documentation, submit as many times as you want, etc. within those two weeks. Each project took me between two and eight hours. There is literally no reason not to get 100% on every project as long as you don't procrastinate. The median on every project was between 97% to 100%. So again, there's literally no reason not to get 100% on every project, and they make up 40% of your grade.
- 4% of your grade is lecture quizzes, which are completely open internet. You can run the code on your own machine, and the lowest couple of lecture quizzes get dropped. So between the lecture quizzes and the projects, 44% of your grade should be completely free (as long as you don't procrastinate).
- The quiz medians were: Quiz 1: 14.5/20, Quiz 2: 15/20, Quiz 3: 17.25/20, Quiz 4: 16/20. You get access to all of the course's quizzes and solutions from previous semesters, which is helpful for studying. I honestly found the quizzes to be harder than the midterms. I will say, though, that I didn't do very well on the first two quizzes, but after that, I started buckling down and really studying and I got 100s on the last two quizzes. You'll be fine as long as you study and really understand the content.
- 46% of your grade is two midterms and the final. The medians were: Midterm 1: 83, Midterm 2: 87.5, Final (with extra credit): 89.48. Just like the quizzes, you get access to every previous midterm and their answer key, and around ~85% of the content on these exams is the same every semester. They do change things up a bit sometimes (like I think we did more garbage collection than they did in previous semesters), but most of the exams cover very similar content to previous semesters, so it's really helpful to take previous exams for practice. And yes, there's extra credit too.
- The discussions were fine. I didn't find them too helpful. There were good review questions, but they were all in a publicly-available GitHub repository that you could look at without going to discussion. Honestly, unless you're really confused about something, you can usually just look up your question online or on Piazza. There are a gazillion resources out there for Ocaml and Rust.

For Cliff in particular, I thought his lectures are okay. He goes at a very manageable pace; definitely not fast by any means. He can get pretty theoretical sometimes. He answers questions well.

TLDR; This is a fairly easy class as long as you don't procrastinate on your projects and do previous quizzes/exams as practice. I would recommend not starting the projects any later than the weekend before they're due. You could definitely knock them out over the weekend (if you don't mind working on the weekends). I thought the content was fairly interesting, although obviously that's extremely subjective and is up to how interested you are in this type of stuff. I would recommend taking Dr. Mamat but it really doesn't matter that much.",4,Cliff Bakalian,2024-12-24T14:06:40.383039Z,PlanetTerp
CMSC330_228,CMSC330,"Anwar is a pretty good professor, he keeps his class fun and engaging and he's a pretty nice guy. He spends most of lecture typing code, which I think was nice but also made it a little difficult for me to take organized and helpful notes that I could actually use later. I would definitely recommend taking notes in a google doc or something on your laptop where you can type so that you can actually keep up with everything he's saying/writing. Projects were fairly difficult but that's CS for ya. Also, exams were actually weighted relatively lightly compared to projects (each midterm was 12% of your grade and there were multiple projects worth 8% of your grade each). 

Overall, I would say that Anwar is a pretty solid choice for 330.",4,Anwar Mamat,2024-12-23T00:27:57.350031Z,PlanetTerp
CMSC330_227,CMSC330,"im just gonna say that i don’t think that cliff is a bad professor in terms of exams and quizzes. everything was super fair and as long as you understood what was happening in class, you were fairly fine. that being said, i’m not sure if im fully convinced that he’s a good lecturer. i went to every lecture and tried to pay attention, but a lot of times it seemed like he was just talking to himself. i also didn’t really like the format of his slides since when i was going through them on my own time, if i hit the wrong key i’d end up like four slides ahead. i really liked his notes, though, and they really helped during projects (which are very cool btw!!). overall, i think you’re eventually going to have to end up self-studying most of the content (especially rust), but he’s not a bad professor to take.",4,Cliff Bakalian,2024-12-20T22:10:20.939249Z,PlanetTerp
CMSC330_226,CMSC330,"To sum things up concisely, the topics covered in this class aren't bad, but Cliff's lecturing style hurts overall engagement. I could not attend an entire lecture without sleeping or doing other work. Most of my productive learning came from reading Anwar's slides and Cliff's notes and starting the projects early. Exams, on the other hand, were pretty chill. They were very similar to past semester exams posted on the website. The quizzes were meh. As many others have mentioned, the first quiz is generally the worst. After we took the first quiz, my TA said, ""Congrats, guys. The first quiz historically has a D average."" Don't panic about the first one; the others are much better.

Overall, three stars for many opportunities to help your grade/do well. Minus two stars for Cliff's lecture engagement.",3,Cliff Bakalian,2024-12-20T16:26:30.859614Z,PlanetTerp
CMSC330_225,CMSC330,"For the Fall 2024 semester, Dr Mamat and Cliff cotaught using Cliffs resources, course organization, and exam styles. Dr Mamat got rid of the clicker quizzes our semester and stopped recording lectures, which I didn’t mind because I went to almost every lecture. Dr Mamat was funny, but his lectures tended to be disorganized. I found them to be very intuitive when he was typing examples into emacs, but he was flipping through his slides, I felt lost. The projects are hard but they teach you the content very well. The exams are fair. Overall, Dr Mamat is a solid choice for this class.",4,Anwar Mamat,2024-12-20T16:19:58.628161Z,PlanetTerp
CMSC330_224,CMSC330,"I really liked the class, Anwar is super fun and engaging even if the content can be kind of boring at times. He doesn't do clicker quizzes anymore and now its lecture quizzes that you can do in groups that are assigned over the weekends (they're basically a free 100). There is also a lot of extra credit, 1% for participating in discussion, and 1% if 90% of students do the course evals at the end of the semester. Projects are also worth almost half of your total grade which is great cause it makes it a lot easier to get a good great. I got a 70 on the first exam and still ended up with an A because of all the stuff I just mentioned. If you're choosing between cliff and anwar it won't really matter too much, both are decent teachers",5,Anwar Mamat,2024-12-20T13:50:13.298523Z,PlanetTerp
CMSC330_223,CMSC330,"DO NOT WORRY ABT THIS CLASS
Cliff is my goat. Yes, sometimes lectures can be a bit messy, but he's really good at explaining things one-on-one AND his notes are fantastic. If going to lecture isn't doing it for you, I suggest going through his notes instead. 

Projects are actually great, and complement/reinforce what was covered in lecture. Finally, he provides basically every quiz or exam for the class from the past 5 years, and assessments this semester were always similar to those in the past. So, grind those past quizzes and exams and you'll be chilling. 

And if that wasn't enough, he gave us 2% extra credit for basically free (filling out the course eval survey and attending discussion). The 75th percentile was a 95. That means more than 25% of people got an A. You do not have to worry about 330 if you're taking it with Cliff. Just sit back and enjoy learning without stressing about your grades!",5,Cliff Bakalian,2024-12-19T18:03:17.063166Z,PlanetTerp
CMSC330_222,CMSC330,"Lectures are terrible, but I highly recommend attending Anwar's lectures. The material covered in class is often straightforward, but  he tends to overcomplicate it and deliver ineffective lectures. When he taught a concept like ""NFA to DFA,"" I realized I wouldn’t be attending his lectures anymore.

The TAs, on the other hand, do a much better job explaining topics. They use a table-based approach for concepts like NFA to DFA, making it simple to understand. Unfortunately, Cliff skips such practical explanations and complicates the material unnecessarily. While it might seem easy to grasp once you already understand the topic, he doesn’t adequately cover the basics, which is crucial for students learning it for the first time.

The 330 projects were often quite challenging, but I understood their importance since it’s a project-based class, and I was okay with that. However, if you're trying to learn effectively, I strongly advise avoiding Cliff and opting for Anwar instead. They also offered a 2% grade boost if you completed the course evaluation and attended at least eight discussions, which was a nice.

Additionally, my discussion section leader was extremely helpful. They covered critical topics that were essential for quizzes and midterms, so I recommend attending those sessions. Some of the coding questions from previous finals were ridiculously difficult, almost as challenging as the projects. However, in Fall 2024, we got lucky, as the difficulty seemed more reasonable.",2,Cliff Bakalian,2024-12-19T17:54:29.134001Z,PlanetTerp
CMSC330_221,CMSC330,"This course was co-taught this semester with Anwar Mamat, but Cliff was okay as a teacher. 
His teaching didn't work for me, perhaps because he often doesn't explain how things connect too well or motivate the topics we're doing in class. Often, I'd feel more confused about a topic after hearing Cliff explain it in a lecture. Thus, after finding lectures futile, I just used the posted slides and notes, which proved to be more helpful. 
For logistics, he gives weekly take-home quizzes, which are meant to be collaborative—but they can basically just be seen as forced studying material, or like homework. Moreover, he gives four quizzes throughout the semester, which take place in discussion and are good for forcing us to study material, aside from exams. 
The exams were pretty fair, admittedly they were probably easier than they could've been (which I appreciate). The Final, however, I found pretty challenging overall. 
Ultimately, this class is quite confusing and Cliff didn't ever really help clear any ambiguity of this sort, but if you can learn the material through the slides or notes then it's rather easy from there.",3,Cliff Bakalian,2024-12-16T04:09:14.630778Z,PlanetTerp
CMSC330_220,CMSC330,"He's a cool professor.  Average at lecturing and boring at times but he'll crack jokes and answer student's questions very well.  The course content itself is boring.  Probably the most boring CS class I've taken (but not Cliff's fault lol).  Medium difficulty and easier than 216 IMO.  I'd recommend taking cliff and think his more recent reviews reflect him better than the old ones.  Seemed like he wasn't too good at lecturing as a fresh grad I guess, but he worked out the kinks from his previous course mishaps and lecturing style.  Also lectures are not recorded but his slides are detailed and he gives a ton of extra practice.  There's easy weekly lecture quizzes, and he posts all the previous semester's exams and quizzes so there's a TON of study material.",5,Cliff Bakalian,2024-12-11T02:30:56.889757Z,PlanetTerp
CMSC330_219,CMSC330,"First, the cons, which is mainly one thing:
- His lecturing style did NOT work for me. It's pretty disorganized, and though I pretty much stopped going to class altogether after about a month, I didn't often walk out of class with a good sense of what had just been taught. The lecture slides are kind of all over the place and skim the concepts very quickly, and the he just kind of freehands examples in VIM. You can tell during lecture that the class is pretty disengaged.
HOWEVER, there are a lot of things that I appreciated about Cliff's class! He was co-teaching with Anwar, and I heard similar complaints about his lectures from other people. To be honest, I ended up mainly just self-teaching, which I've never done before honestly, and reading Cliff's notes (which are great, READ THEM if you don't want to get tripped up on T/F questions) and Anwar's slides before quizzes/exams. It worked out okay for me, but I don't know if I'd be excited to do it again. The projects are pretty challenging and time consuming, but they leave you with a great understanding of the material. In addition to just studying before tests, I think that the projects did a lot of the teaching for me in this class. There are extensive review materials before the midterms and the midterms enjoyably employed an extremely similar structure to Spring 2024, so they were super doable. Quizzes were hit or miss but oh well.",4,Cliff Bakalian,2024-12-09T01:42:01.246800Z,PlanetTerp
