excerpt_id,review_id,course_id,professor,review_excerpt,rating,expected_grade,date,review_year,is_recent,evidence_weight,source
CMSC216_476_E01,CMSC216_476,CMSC216,Christopher Kauffman,"On one project, he mass accused and penalized 15% of the class for cheating using compiler-generated code or AI because they used an ""advanced"" command, even though it was listed in the class slides, project rubric, project description, textbook, and an approved linked webpage on his course site.",2,,2026-02-26T02:00:03.698515Z,2026,1,1.0,PlanetTerp
CMSC216_476_E02,CMSC216_476,CMSC216,Christopher Kauffman,"He also said we could reference compiler-generated code for the project and even bring AI-generated notes and content to exams, which makes it really unclear about what’s actually allowed.",2,,2026-02-26T02:00:03.698515Z,2026,1,1.0,PlanetTerp
CMSC216_476_E03,CMSC216_476,CMSC216,Christopher Kauffman,He originally accused even more students for the same issue until realizing he had accidentally included a non-project-related file in his checker.,2,,2026-02-26T02:00:03.698515Z,2026,1,1.0,PlanetTerp
CMSC216_476_E04,CMSC216_476,CMSC216,Christopher Kauffman,"He said he had high confidence in the accusation, and offered a 0 to those accused on the project (~2% overall grade reduction) or a one-on-one interview process where success would lead to a regrade request and failure results in a XF recommendation to OSC.",2,,2026-02-26T02:00:03.698515Z,2026,1,1.0,PlanetTerp
CMSC216_476_E05,CMSC216_476,CMSC216,Christopher Kauffman,"Either way, Kauffman later wrote in a post that he ""was never once convinced of a student's innocence during an interview"" and those who were let go only had ""plausible deniability."" The process was extremely stressful and lacked transparency.",2,,2026-02-26T02:00:03.698515Z,2026,1,1.0,PlanetTerp
CMSC216_476_E06,CMSC216_476,CMSC216,Christopher Kauffman,"His passive aggressive comments about not giving extra credit on later projects because of the cheating cases and verbal/written rants about ""cheating"" students devaluing the CS degree before any of the cases were even resolved made the class feel toxic, distrustful, and stressful like everyone was constantly under suspicion.",2,,2026-02-26T02:00:03.698515Z,2026,1,1.0,PlanetTerp
CMSC216_476_E07,CMSC216_476,CMSC216,Christopher Kauffman,"On top of the difficult content, the threat of being accused and kicked out of the major over one or two lines of code on a project that is flagged as suspicious could seriously impact anyone’s mental health.",2,,2026-02-26T02:00:03.698515Z,2026,1,1.0,PlanetTerp
CMSC216_474_E01,CMSC216_474,CMSC216,Christopher Kauffman,"All lectures are recorded, exams are graded fairly, labs encourage group work and actual learning.",5,,2026-01-20T01:27:46.447116Z,2026,1,1.0,PlanetTerp
CMSC216_473_E01,CMSC216_473,CMSC216,Christopher Kauffman,"Each topic is explained in great detail, there is a ton of resources provided outside of lecture to study and review.",5,,2026-01-05T17:31:21.106614Z,2026,1,1.0,PlanetTerp
CMSC216_473_E02,CMSC216_473,CMSC216,Christopher Kauffman,"The course itself is also quite fun, but can be challenging.",5,,2026-01-05T17:31:21.106614Z,2026,1,1.0,PlanetTerp
CMSC216_473_E03,CMSC216_473,CMSC216,Christopher Kauffman,Also open note midterms and final is pretty great.,5,,2026-01-05T17:31:21.106614Z,2026,1,1.0,PlanetTerp
CMSC216_472_E01,CMSC216_472,CMSC216,Ilchul Yoon,"I barely scraped by and ended with a 73% which resulted in a C, even after always scoring below the average on all his exams and quizzes.",3,,2025-12-29T02:28:06.888012Z,2025,1,1.0,PlanetTerp
CMSC216_472_E02,CMSC216_472,CMSC216,Ilchul Yoon,"The way that the course was structured, at least when I took his class, was set up in a way that the projects and exercises made up a substantial part of the overall course grade.",3,,2025-12-29T02:28:06.888012Z,2025,1,1.0,PlanetTerp
CMSC216_472_E03,CMSC216_472,CMSC216,Ilchul Yoon,Lab works also made up a small but considerable percentage that can boost your grade by the time finals come around.,3,,2025-12-29T02:28:06.888012Z,2025,1,1.0,PlanetTerp
CMSC216_472_E04,CMSC216_472,CMSC216,Ilchul Yoon,"If I am not mistaken at the beginning of the course, he acknowledged that his exams and quizzes were known to be difficult, but that as long as you completed the projects and exercises on time and tried your best in exams and quizzes you were going to be okay.",3,,2025-12-29T02:28:06.888012Z,2025,1,1.0,PlanetTerp
CMSC216_472_E05,CMSC216_472,CMSC216,Ilchul Yoon,"Projects: His projects were not inherently difficult, they were at times confusing, but attending office hours and posting on Piazza ultimately cleared any confusions you may have had.",3,,2025-12-29T02:28:06.888012Z,2025,1,1.0,PlanetTerp
CMSC216_472_E06,CMSC216_472,CMSC216,Ilchul Yoon,"Exercises could often be done in a day, but I would suggest not doing this for both exercises and projects.",3,,2025-12-29T02:28:06.888012Z,2025,1,1.0,PlanetTerp
CMSC216_472_E07,CMSC216_472,CMSC216,Ilchul Yoon,"Lab works were also easy to complete, and we were given enough time to complete them.",3,,2025-12-29T02:28:06.888012Z,2025,1,1.0,PlanetTerp
CMSC216_472_E08,CMSC216_472,CMSC216,Ilchul Yoon,"Just by completing these on time, you can be at a good standing before exams and quizzes tank you grade (and they will, unless you are the type to ruin the curve.) Exams/Quizzes: His exams and quizzes were confusing, tedious, and soul draining.",3,,2025-12-29T02:28:06.888012Z,2025,1,1.0,PlanetTerp
CMSC216_472_E09,CMSC216_472,CMSC216,Ilchul Yoon,Often times it was never truly clear what exactly we were going to be tested on.,3,,2025-12-29T02:28:06.888012Z,2025,1,1.0,PlanetTerp
CMSC216_472_E10,CMSC216_472,CMSC216,Ilchul Yoon,"Before exams or quizzes, he would send out emails containing a list of what we had covered since the previous quiz/exam, and he would say that what was on the slides was testable material, so it would be hard to differentiate what exactly was going to be on the test/quiz.",3,,2025-12-29T02:28:06.888012Z,2025,1,1.0,PlanetTerp
CMSC216_472_E11,CMSC216_472,CMSC216,Ilchul Yoon,"Part of the shortcomings related to quizzes and exams *could* be attributed to a student's lack of complete familiarity and understanding of the material, however, unless the only thing you have going for you is school (and that is okay, great actually, if it's the case for you - it is not often, rarely actually, for that to be the case for everyone) then it is very difficult to develop mastery of the material in time before exams and quizzes.",3,,2025-12-29T02:28:06.888012Z,2025,1,1.0,PlanetTerp
CMSC216_472_E12,CMSC216_472,CMSC216,Ilchul Yoon,Some topics may be covered a lecture or two before an exam/quiz and some of the questions on quizzes and exams feel like they are meant to be 'gotchas' or may be super specific to a covered topic.,3,,2025-12-29T02:28:06.888012Z,2025,1,1.0,PlanetTerp
CMSC216_472_E13,CMSC216_472,CMSC216,Ilchul Yoon,"For example, though the understanding of unix commands is useful in various industries, some questions often relied on a lab discussion slide that may have shown some [blank] unix command that was only used then and never really again - to some students those questions may have felt like free points, but when you are handling other courses and only have a vague idea of what was to be on a quiz then, some miscellaneous unix command would feel like the least of your concerns.",3,,2025-12-29T02:28:06.888012Z,2025,1,1.0,PlanetTerp
CMSC216_472_E14,CMSC216_472,CMSC216,Ilchul Yoon,"I personally scored poorly on exams and quizzes, at some point getting a 39% on an exam, fully tanking my grade and putting my chances to pass on the line.",3,,2025-12-29T02:28:06.888012Z,2025,1,1.0,PlanetTerp
CMSC216_472_E15,CMSC216_472,CMSC216,Ilchul Yoon,"However, because I submitted all other projects, exercises and labs on time, my grade was brought up just enough to pass.",3,,2025-12-29T02:28:06.888012Z,2025,1,1.0,PlanetTerp
CMSC216_472_E16,CMSC216_472,CMSC216,Ilchul Yoon,"If you come to his office hours or email him, he is very helpful and he often responds to emails fast.",3,,2025-12-29T02:28:06.888012Z,2025,1,1.0,PlanetTerp
CMSC216_472_E17,CMSC216_472,CMSC216,Ilchul Yoon,"Moreover, if you maintain a clear communication with him about certain issues and difficulties, he is often willing to help and possibly grant small extensions for submissions.",3,,2025-12-29T02:28:06.888012Z,2025,1,1.0,PlanetTerp
CMSC216_472_E18,CMSC216_472,CMSC216,Ilchul Yoon,"I would say, do not walk into his class seeing him as some sort of evil supervillain who sits in his office petting a cat while plotting on how to make his next exam as hard as possible.",3,,2025-12-29T02:28:06.888012Z,2025,1,1.0,PlanetTerp
CMSC216_472_E19,CMSC216_472,CMSC216,Ilchul Yoon,"If I am not mistaken, being a professor is not his main role at the university, take a look at his extensive resume and his achievements and you sort of realize that being a professor is just a role he has to play, and he can only have so much time on his hands, so balancing all of these responsibilities may be difficult even for him.",3,,2025-12-29T02:28:06.888012Z,2025,1,1.0,PlanetTerp
CMSC216_472_E20,CMSC216_472,CMSC216,Ilchul Yoon,Attend all his lectures and you will realize that not many people show up.,3,,2025-12-29T02:28:06.888012Z,2025,1,1.0,PlanetTerp
CMSC216_472_E21,CMSC216_472,CMSC216,Ilchul Yoon,"Often times this gets confusing, as he draws on top of the slides, so it is not visually the best and easiest thing to understand unless you follow along closely.",3,,2025-12-29T02:28:06.888012Z,2025,1,1.0,PlanetTerp
CMSC216_472_E22,CMSC216_472,CMSC216,Ilchul Yoon,"If you walk into class during these moments when he draws out topics, it looks like that one picture 'my coworker losing his damn mind.' Moreover, sometimes he goes back and forth with a lot of coding examples and slides, so it gets a little confusing to understand.",3,,2025-12-29T02:28:06.888012Z,2025,1,1.0,PlanetTerp
CMSC216_472_E23,CMSC216_472,CMSC216,Ilchul Yoon,It is hard to keep up sometimes and it would often require revisiting his recorded lectures to get a better grasp of a concept.,3,,2025-12-29T02:28:06.888012Z,2025,1,1.0,PlanetTerp
CMSC216_472_E24,CMSC216_472,CMSC216,Ilchul Yoon,"On the times he does do well, then it is easy to follow along and he does a good job at walking you through some of the topics.",3,,2025-12-29T02:28:06.888012Z,2025,1,1.0,PlanetTerp
CMSC216_472_E25,CMSC216_472,CMSC216,Ilchul Yoon,"This semester, we only found out about our exam results a couple of days before the final.",3,,2025-12-29T02:28:06.888012Z,2025,1,1.0,PlanetTerp
CMSC216_472_E26,CMSC216_472,CMSC216,Ilchul Yoon,"Some projects take a long time to get graded, and the late submission turns on after 11 pm of the on-time submission date.",3,,2025-12-29T02:28:06.888012Z,2025,1,1.0,PlanetTerp
CMSC216_472_E27,CMSC216_472,CMSC216,Ilchul Yoon,"Some lab works were graded the day of grade submissions, so it was difficult to truly get what your grade was throughout the semester.",3,,2025-12-29T02:28:06.888012Z,2025,1,1.0,PlanetTerp
CMSC216_472_E28,CMSC216_472,CMSC216,Ilchul Yoon,"Honestly, it was gut wrenching not knowing where you stood before the final exam was added to the grade book.",3,,2025-12-29T02:28:06.888012Z,2025,1,1.0,PlanetTerp
CMSC216_472_E29,CMSC216_472,CMSC216,Ilchul Yoon,"He would often curve, at some point in some semester he curved by 8% percent, but this semester he did not curve as much, only slightly so that was also gut wrenching.",3,,2025-12-29T02:28:06.888012Z,2025,1,1.0,PlanetTerp
CMSC216_472_E30,CMSC216_472,CMSC216,Ilchul Yoon,"His exams and quizzes are hard and may tank your grade, but the class is set up in a way where your grade is able to take it if you do all the other work on time.",3,,2025-12-29T02:28:06.888012Z,2025,1,1.0,PlanetTerp
CMSC216_471_E01,CMSC216_471,CMSC216,Christopher Kauffman,"The worst part about this class are the projects, they're long and hard, start early.",5,,2025-12-28T23:34:22.332851Z,2025,1,1.0,PlanetTerp
CMSC216_471_E02,CMSC216_471,CMSC216,Christopher Kauffman,"Tons of people get caught using GPT for the projects, but he's talked about somehow implementing it for future semesters to be more AI friendly/accommodating.",5,,2025-12-28T23:34:22.332851Z,2025,1,1.0,PlanetTerp
CMSC216_471_E03,CMSC216_471,CMSC216,Christopher Kauffman,Final Grade average: 85.58 Final Grade median: 87.79,5,,2025-12-28T23:34:22.332851Z,2025,1,1.0,PlanetTerp
CMSC216_470_E01,CMSC216_470,CMSC216,Christopher Kauffman,"All of the projects, homeworks, labs are very useful and relevant for the exams.",5,,2025-12-28T18:13:19.540971Z,2025,1,1.0,PlanetTerp
CMSC216_470_E02,CMSC216_470,CMSC216,Christopher Kauffman,"Nothing in this class is that difficult, but make sure to start on all projects as soon as possible.",5,,2025-12-28T18:13:19.540971Z,2025,1,1.0,PlanetTerp
CMSC216_470_E03,CMSC216_470,CMSC216,Christopher Kauffman,Kauffman is always heavy on catching cheating on the projects; just give them your best honest attempt and I promise you'll be fine.,5,,2025-12-28T18:13:19.540971Z,2025,1,1.0,PlanetTerp
CMSC216_470_E04,CMSC216_470,CMSC216,Christopher Kauffman,"His slides are very wordy and often contain a lot of useless information, and you're meant to rely more on your own work for the exams (they are open resource).",5,,2025-12-28T18:13:19.540971Z,2025,1,1.0,PlanetTerp
CMSC216_469_E01,CMSC216_469,CMSC216,Christopher Kauffman,- incredibly fair exams (open note too) - detailed and well-structured projects - very quick Piazza responses - lecture and lab/project walkthrough videos on Panopto - leniency with some late projects - so many opportunities for bonus points / extra credit / ways to save your grade I’d recommend him 1000x,5,,2025-12-27T02:02:33.643106Z,2025,1,1.0,PlanetTerp
CMSC216_468_E01,CMSC216_468,CMSC216,Christopher Kauffman,Lectures are very engaging and he explains things clearly.,5,,2025-12-24T19:41:37.553411Z,2025,1,1.0,PlanetTerp
CMSC216_468_E02,CMSC216_468,CMSC216,Christopher Kauffman,Grading is very fair and he gives lots of opportunities for bonus/make up credit.,5,,2025-12-24T19:41:37.553411Z,2025,1,1.0,PlanetTerp
CMSC216_468_E03,CMSC216_468,CMSC216,Christopher Kauffman,Labs and HWs are relatively easy and focus on introducing concepts.,5,,2025-12-24T19:41:37.553411Z,2025,1,1.0,PlanetTerp
CMSC216_468_E04,CMSC216_468,CMSC216,Christopher Kauffman,Projects are hard but not impossible and they truly teach you the material.,5,,2025-12-24T19:41:37.553411Z,2025,1,1.0,PlanetTerp
CMSC216_468_E05,CMSC216_468,CMSC216,Christopher Kauffman,Exams are fairly difficult but they do reflect what's taught in class and are similar to the practice exams given.,5,,2025-12-24T19:41:37.553411Z,2025,1,1.0,PlanetTerp
CMSC216_468_E06,CMSC216_468,CMSC216,Christopher Kauffman,"If you study hard and understand the labs and projects, you can definitely do well on the exams.",5,,2025-12-24T19:41:37.553411Z,2025,1,1.0,PlanetTerp
CMSC216_468_E07,CMSC216_468,CMSC216,Christopher Kauffman,"Re doing labs on paper or parts of projects is a great way to study, the exams usually have pretty normal coding questions with the rest being short answer.",5,,2025-12-24T19:41:37.553411Z,2025,1,1.0,PlanetTerp
CMSC216_468_E08,CMSC216_468,CMSC216,Christopher Kauffman,The short answer matters just as much as the coding in terms of grading which isn't bad by any means.,5,,2025-12-24T19:41:37.553411Z,2025,1,1.0,PlanetTerp
CMSC216_468_E09,CMSC216_468,CMSC216,Christopher Kauffman,He gives extra credit for participating in lectures and answering questions on piazza which is a great idea!!,5,,2025-12-24T19:41:37.553411Z,2025,1,1.0,PlanetTerp
CMSC216_467_E01,CMSC216_467,CMSC216,Christopher Kauffman,"There's a lot of things that Kauffman does well like the format of the exams (open note, open terminal) and the instructiveness of the projects (the project descriptions are very thorough).",2,,2025-12-21T15:11:44.980867Z,2025,1,1.0,PlanetTerp
CMSC216_467_E02,CMSC216_467,CMSC216,Christopher Kauffman,He also records lectures and really tries to make sure that you can do well in the class.,2,,2025-12-21T15:11:44.980867Z,2025,1,1.0,PlanetTerp
CMSC216_466_E01,CMSC216_466,CMSC216,Christopher Kauffman,His lectures are incredibly detailed and informative.,5,,2025-12-21T07:56:20.043644Z,2025,1,1.0,PlanetTerp
CMSC216_466_E02,CMSC216_466,CMSC216,Christopher Kauffman,Every assignment given gives enough practice for the exams (you should not chatgpt the projects for this reason) so you don't need to practice much outside of the coursework and if you didn't understand something in lecture the labs and projects will usually fill these gaps.,5,,2025-12-21T07:56:20.043644Z,2025,1,1.0,PlanetTerp
CMSC216_466_E03,CMSC216_466,CMSC216,Christopher Kauffman,The projects only have public tests and the exams are open laptop so you can download anything you want for the exam just no google or ai.,5,,2025-12-21T07:56:20.043644Z,2025,1,1.0,PlanetTerp
CMSC216_466_E04,CMSC216_466,CMSC216,Christopher Kauffman,"One warning I'll give is he told us he would reorganize the grading structure to deal with ai cheating and his options were either lower project weighting and raise exam weighting, add an extra midterm, or automatically fail anyone who's exam average is below 70%.",5,,2025-12-21T07:56:20.043644Z,2025,1,1.0,PlanetTerp
CMSC216_465_E01,CMSC216_465,CMSC216,Ilchul Yoon,There's a ton of reviews that elaborate on why he's so terrible but it really does not compare to how awful it is to actually be in this class.,1,,2025-12-16T03:22:49.412597Z,2025,1,1.0,PlanetTerp
CMSC216_465_E02,CMSC216_465,CMSC216,Ilchul Yoon,Projects are poorly documented and extremely tedious.,1,,2025-12-16T03:22:49.412597Z,2025,1,1.0,PlanetTerp
CMSC216_465_E03,CMSC216_465,CMSC216,Ilchul Yoon,"Quizzes and exams consist of either extremely tedious coding, very niche knowledge, and the memorization that'll have you wondering whether anything you learn in this class will actually stick with you: it won't.",1,,2025-12-16T03:22:49.412597Z,2025,1,1.0,PlanetTerp
CMSC216_464_E01,CMSC216_464,CMSC216,Nicole Kyei-Asare,She is super nice and helpful and I wish she was our lecturer because her explanations always make 100x more sense than those given by Yoon.,5,,2025-12-13T18:44:26.234955Z,2025,1,1.0,PlanetTerp
CMSC216_463_E01,CMSC216_463,CMSC216,Ilchul Yoon,"I don't think there's anything that feels unfair at any point, and he often puts up clarifications (or honestly borderline hints) for exams/quizzes part way through for common clarifications.",5,,2025-12-09T19:27:09.899181Z,2025,1,1.0,PlanetTerp
CMSC216_463_E02,CMSC216_463,CMSC216,Ilchul Yoon,"I think the projects could have clearer explanations on the assignment docs, but I think some of that comes down to real-world edge cases or behavior vs what they want to and can test in a class project sometimes not lining up exactly.",5,,2025-12-09T19:27:09.899181Z,2025,1,1.0,PlanetTerp
CMSC216_463_E03,CMSC216_463,CMSC216,Ilchul Yoon,"I will say, the TAs were very hit or miss this semester and any real complaints I do have about the course come down to that, since the grading can take a while and some of the responses on piazza were not the best.",5,,2025-12-09T19:27:09.899181Z,2025,1,1.0,PlanetTerp
CMSC216_462_E01,CMSC216_462,CMSC216,Ilchul Yoon,"His teaching style is to essentially overload you with a bunch of information, most of which isn't relevant for the upcoming task such as project or test/quizzes.",1,,2025-10-23T16:35:17.056234Z,2025,1,1.0,PlanetTerp
CMSC216_462_E02,CMSC216_462,CMSC216,Ilchul Yoon,Yeah he'll make those small things important questions on his test/quizzes.,1,,2025-10-23T16:35:17.056234Z,2025,1,1.0,PlanetTerp
CMSC216_462_E03,CMSC216_462,CMSC216,Ilchul Yoon,"To give you an example, literally the night of our first exam, he assigned the next coding project and told us ""I suggest you get started on this immediately"".",1,,2025-10-23T16:35:17.056234Z,2025,1,1.0,PlanetTerp
CMSC216_462_E04,CMSC216_462,CMSC216,Ilchul Yoon,I got the notification for the assignment literally late night while me and a friend were studying for HIS exam that was going to happen later that day in Mckeldin.,1,,2025-10-23T16:35:17.056234Z,2025,1,1.0,PlanetTerp
CMSC216_462_E05,CMSC216_462,CMSC216,Ilchul Yoon,And he also gives little-to-no time between projects to breath.,1,,2025-10-23T16:35:17.056234Z,2025,1,1.0,PlanetTerp
CMSC216_462_E06,CMSC216_462,CMSC216,Ilchul Yoon,"Speaking of the projects, his project documents are longwinded and vague.",1,,2025-10-23T16:35:17.056234Z,2025,1,1.0,PlanetTerp
CMSC216_462_E07,CMSC216_462,CMSC216,Ilchul Yoon,"And once they finally helped me, it took them like 10 minutes to find the issue and relay it to me.",1,,2025-10-23T16:35:17.056234Z,2025,1,1.0,PlanetTerp
CMSC216_462_E08,CMSC216_462,CMSC216,Ilchul Yoon,"There has also been multiply times where TAs will change their hours without updating the google calendar, and as a commuter it's just rage inducing.",1,,2025-10-23T16:35:17.056234Z,2025,1,1.0,PlanetTerp
CMSC216_462_E09,CMSC216_462,CMSC216,Ilchul Yoon,Like bro I'm wasting gas and time and he's so tight with his deadlines it makes no sense that he's chill about this.,1,,2025-10-23T16:35:17.056234Z,2025,1,1.0,PlanetTerp
CMSC216_462_E10,CMSC216_462,CMSC216,Ilchul Yoon,So essentially you can turn in a assignment late only 24 hours after it's initial due date.,1,,2025-10-23T16:35:17.056234Z,2025,1,1.0,PlanetTerp
CMSC216_462_E11,CMSC216_462,CMSC216,Ilchul Yoon,"So if it wad due the 21st at 11pm (yes all his projects are due at 11 pm, not 11:59pm), then the late due date is the 22nd at 11pm.",1,,2025-10-23T16:35:17.056234Z,2025,1,1.0,PlanetTerp
CMSC216_462_E12,CMSC216_462,CMSC216,Ilchul Yoon,And he will reduce the overall grade for this assignment by 15%.,1,,2025-10-23T16:35:17.056234Z,2025,1,1.0,PlanetTerp
CMSC216_462_E13,CMSC216_462,CMSC216,Ilchul Yoon,"But don't get this confused with the GFA requirements, where if you don't meet them for each project you will be dropped by a letter grade.",1,,2025-10-23T16:35:17.056234Z,2025,1,1.0,PlanetTerp
CMSC216_462_E14,CMSC216_462,CMSC216,Ilchul Yoon,"You can go back for any project to meet the GFA requirements (which could be to just pass all public test for example), but you won't get a new grade for that assignment.",1,,2025-10-23T16:35:17.056234Z,2025,1,1.0,PlanetTerp
CMSC216_462_E15,CMSC216_462,CMSC216,Ilchul Yoon,"So if you get a 75% on that project, that's what you're stuck with.",1,,2025-10-23T16:35:17.056234Z,2025,1,1.0,PlanetTerp
CMSC216_462_E16,CMSC216_462,CMSC216,Ilchul Yoon,It's unnecessary stress and I'd recommend that you don't pair this class with cmsc250.,1,,2025-10-23T16:35:17.056234Z,2025,1,1.0,PlanetTerp
CMSC216_462_E17,CMSC216_462,CMSC216,Ilchul Yoon,"It's needless and truly from my experience, I won't be able to say with confidence that I know how to code C by the end of this class since I and many others just understand enough to get the projects out of our faces and to get barely passing grades on his quizzes and exams.",1,,2025-10-23T16:35:17.056234Z,2025,1,1.0,PlanetTerp
CMSC216_461_E01,CMSC216_461,CMSC216,Larry Herman,He's quirky but a great lecturer (not a professor).,5,,2025-10-20T16:11:35.966362Z,2025,1,1.0,PlanetTerp
CMSC216_461_E02,CMSC216_461,CMSC216,Larry Herman,"Our exam Averages were lower than Kaufman who was teaching 216 at the same time, which is something to keep in mind.",5,,2025-10-20T16:11:35.966362Z,2025,1,1.0,PlanetTerp
CMSC216_461_E03,CMSC216_461,CMSC216,Larry Herman,"But imo the exams were generally difficult, but fair and he gives you a lot of resources to prepare for them ahead of time.",5,,2025-10-20T16:11:35.966362Z,2025,1,1.0,PlanetTerp
CMSC216_460_E01,CMSC216_460,CMSC216,Larry Herman,He models what a lecturer should be: engaging and clear.,5,,2025-10-17T18:00:33.692036Z,2025,1,1.0,PlanetTerp
CMSC216_459_E01,CMSC216_459,CMSC216,Ilchul Yoon,"First exam took me from feeling like I'd get an A to feeling like ""lets pray for a curve to a C-"" even after doing great on the quizzes.",1,,2025-10-16T18:15:22.628410Z,2025,1,1.0,PlanetTerp
CMSC216_458_E01,CMSC216_458,CMSC216,Ilchul Yoon,"The only avg I can see for quizzes so far is quiz1, which is ~20/30 so right in line with what people say of ""most people technically fail every assessment."", so take my own grade with a grain of short term salt.",1,,2025-10-15T23:45:49.756618Z,2025,1,1.0,PlanetTerp
CMSC216_458_E02,CMSC216_458,CMSC216,Ilchul Yoon,"I don't personally have any issue with the lectures but I also don't pay any attention during them, since skimming the slides is usually plenty, but that really doesn't excuse the teaching quality.",1,,2025-10-15T23:45:49.756618Z,2025,1,1.0,PlanetTerp
CMSC216_458_E03,CMSC216_458,CMSC216,Ilchul Yoon,"The projects aren't that bad, as long as you sit down and do them with a couple days of time to work since they can involve a lot of writing code even if its straightforward.",1,,2025-10-15T23:45:49.756618Z,2025,1,1.0,PlanetTerp
CMSC216_458_E04,CMSC216_458,CMSC216,Ilchul Yoon,My only issue with the projects is the same issue I have with quizzes and assume I will have with the exams: the requirements (or on assessments the phrasing of questions) is usually so poor that they simply don't make sense or are missing key details for you to do the work.,1,,2025-10-15T23:45:49.756618Z,2025,1,1.0,PlanetTerp
CMSC216_458_E05,CMSC216_458,CMSC216,Ilchul Yoon,"It's been the case on every project so far that there is an absolute deluge of posts asking ""what does this actually mean"" about project specs, because the phrasing of a spec will be vague enough that you could interpret it many different ways and the public tests will be so incredibly simple that they don't address a single one of the clarifications needed.",1,,2025-10-15T23:45:49.756618Z,2025,1,1.0,PlanetTerp
CMSC216_458_E06,CMSC216_458,CMSC216,Ilchul Yoon,"There's also often not actually any details given on expected formatting for things that require formatting, and TAs/instructor will sometimes give conflicting answers with each other to questions.",1,,2025-10-15T23:45:49.756618Z,2025,1,1.0,PlanetTerp
CMSC216_458_E07,CMSC216_458,CMSC216,Ilchul Yoon,Whether I end this class with a C- or an A+ I'll leave having learned the exact same amount from the lectures and projects: absolutely nothing.,1,,2025-10-15T23:45:49.756618Z,2025,1,1.0,PlanetTerp
CMSC216_458_E08,CMSC216_458,CMSC216,Ilchul Yoon,"The fact UMD is ranked as high as it is for CS and then has professors for lower level classes that cannot teach and TAs which vary from ""make the class easy as pie"" to ""Lecture round 2 with no benefit to the students at all"" is rather insane.",1,,2025-10-15T23:45:49.756618Z,2025,1,1.0,PlanetTerp
CMSC216_457_E01,CMSC216_457,CMSC216,Ilchul Yoon,"I showed my pet goldfish the Yoon lectures (he didn't record them, so I uploaded them myself using my neuralink) and he showed up to the lecture and got a 97 on the final.",5,,2025-09-03T04:28:53.783846Z,2025,1,1.0,PlanetTerp
CMSC216_456_E01,CMSC216_456,CMSC216,Nelson Padua-Perez,Super nice professor but I'm not sure if I really learned anything because his exams were practice test simulators.,3,,2025-08-17T03:26:55.194052Z,2025,1,1.0,PlanetTerp
CMSC216_456_E02,CMSC216_456,CMSC216,Nelson Padua-Perez,Projects aren't too bad tho!,3,,2025-08-17T03:26:55.194052Z,2025,1,1.0,PlanetTerp
CMSC216_455_E01,CMSC216_455,CMSC216,Larry Herman,honestly this class was pretty hard in the sense that i swear not being able to use computers or phones in class made it impossible to follow along with the code he taught us.,2,,2025-07-20T19:52:33.719713Z,2025,1,1.0,PlanetTerp
CMSC216_455_E02,CMSC216_455,CMSC216,Larry Herman,on top of that lectures were so hard to follow because it was so slow and monotone other than the slight jokes he made.,2,,2025-07-20T19:52:33.719713Z,2025,1,1.0,PlanetTerp
CMSC216_454_E01,CMSC216_454,CMSC216,Nelson Padua-Perez,"lectures are ramble-y, examples are far too busy, and the way we're being taught assembly (ie reading off slides verbatim) is absurd.",2,,2025-07-13T21:43:06.641048Z,2025,1,1.0,PlanetTerp
CMSC216_454_E02,CMSC216_454,CMSC216,Nelson Padua-Perez,exams and earlier projects were light but holy shit is this class miserable currently,2,,2025-07-13T21:43:06.641048Z,2025,1,1.0,PlanetTerp
CMSC216_453_E01,CMSC216_453,CMSC216,Christopher Kauffman,"The projects were pretty instructive, especially the Assembly project.",5,,2025-06-20T01:33:38.203219Z,2025,1,1.0,PlanetTerp
CMSC216_453_E02,CMSC216_453,CMSC216,Christopher Kauffman,"Considering that the tests are borderline open internet, they're surprisingly easy, and if you can do the projects, you can definitely do well on the exams.",5,,2025-06-20T01:33:38.203219Z,2025,1,1.0,PlanetTerp
CMSC216_453_E03,CMSC216_453,CMSC216,Christopher Kauffman,"The lectures can be a bit slow at times, but physical attendance isn't mandatory so if that's an issue you can just watch the lecture videos at your own pace.",5,,2025-06-20T01:33:38.203219Z,2025,1,1.0,PlanetTerp
CMSC216_451_E01,CMSC216_451,CMSC216,Larry Herman,"pros: smart dude, good demonstrations, worksheets,projects,participation is grade padding, and final exam questions are very similar to the midterm and practice exams.",2,,2025-06-06T14:06:56.781566Z,2025,1,1.0,PlanetTerp
CMSC216_451_E02,CMSC216_451,CMSC216,Larry Herman,"cons: no phones no laptops during lecture, he wastes probably 5 minutes each class stuttering or calling people out for using their phone.",2,,2025-06-06T14:06:56.781566Z,2025,1,1.0,PlanetTerp
CMSC216_451_E03,CMSC216_451,CMSC216,Larry Herman,"unforgiving n strict, slow at grading, he gatekeeps online communication and office hours behind a fat block of text and rules u gotta read (this one not that bad just annoying).",2,,2025-06-06T14:06:56.781566Z,2025,1,1.0,PlanetTerp
CMSC216_451_E04,CMSC216_451,CMSC216,Larry Herman,"multiple choice section on exams is notoriously difficult and specific, he also DOCKS POINTS FOR WRONG ANSWERS which is apparently to ""discourage guessing"" but inherently makes every second guess themself lol.",2,,2025-06-06T14:06:56.781566Z,2025,1,1.0,PlanetTerp
